Module	Feature	Action	Passing criteria	Failing criteria	Priority	In scope	Status	Defect / notes
SOX	New Audit - Scope	Verify that a short line explains that it is one or the other	The explanation is shown	No explanation is given	P2	Yes		
SOX	New Audit - Scope	Verify that scoping by entity lists the companies found in the trial balance	Every company in the file is listed	A company is missing	P0	Yes		
SOX	New Audit - Scope	Verify that each company row shows its share of the group and its balance	Both are shown	A figure is missing	P1	Yes		
SOX	New Audit - Scope	Verify that each company row explains why it is in or out	A short reason is printed on the row	No reason is given	P1	Yes		
SOX	New Audit - Scope	Verify that a company found only in the trial balance is flagged as not on the engagement	The row says so plainly	The difference is hidden	P1	Yes		
SOX	New Audit - Scope	Verify that an engagement entity missing from the trial balance is flagged and excluded with a reason	The row explains it is not in the trial balance	The entity silently disappears	P0	Yes		Observed on staging 21 Aug 2026 - the engagement entity Altura Infra Group is excluded because it is not in the trial balance
SOX	New Audit - Scope	Verify that the coverage meter shows the percentage covered against the target	Both the percentage and the target are shown	The target is not shown	P1	Yes		
SOX	New Audit - Scope	Verify that switching a company in or out moves the coverage percentage	The percentage moves	The percentage is stale	P0	Yes		
SOX	New Audit - Scope	Verify that coverage below the target is called out	A warning is shown	Low coverage passes silently	P0	Yes		
SOX	New Audit - Scope	Verify that the footer names how many entities are in scope	The count is shown	No count is given	P2	Yes		
SOX	New Audit - Scope	Verify that a scope that reaches no controls is blocked with a clear explanation	Next is blocked and the message says what to do	The audit is created with nothing to test	P0	Yes		
SOX	New Audit - Scope by RACM	Verify that scoping by RACM lists the matrices on the engagement with their control counts	Each matrix is listed with a count	A matrix is missing	P0	Yes		
SOX	New Audit - Scope by RACM	Verify that a matrix can be expanded to pick individual controls	Individual controls can be ticked	Only whole matrices can be chosen	P1	Yes		
SOX	New Audit - Scope by RACM	Verify that ticking a matrix ticks every control under it	All its controls are ticked and the count shows the total	Only some are ticked	P1	Yes		
SOX	New Audit - Scope by RACM	Verify that unticking a single control leaves the matrix partly selected	The matrix shows a partial count such as two of three	The matrix flips to fully unselected	P1	Yes		
SOX	New Audit - Scope by RACM	Verify that the key controls only toggle selects every key control across matrices	Only key controls are selected	The toggle has no effect	P1	Yes		
SOX	New Audit - Scope by RACM	Verify that the footer names how many matrices and controls are selected	Both counts are shown	A count is missing	P2	Yes		
SOX	New Audit - Scope by RACM	Verify that Next is blocked until at least one control is selected	Next is blocked	An audit with no controls can be created	P0	Yes		
SOX	New Audit - Scope by RACM	Verify that only matrices belonging to this engagement are listed	Nothing unrelated appears	A matrix from another engagement is listed	P0	Yes		
SOX	New Audit - Scope by RACM	Verify that switching between by entity and by RACM does not silently keep the earlier selection	The earlier selection is cleared or clearly carried	A hidden selection from the other mode is used	P1	Yes		
SOX	New Audit - Scope by RACM	Verify that the entity each control will be tested at is still captured when scoping by RACM	The entity is recorded	The audit is created with no entity scope	P0	Yes		Observed on staging 21 Aug 2026 - creating by RACM produced the error "Audit created, but its entity scope was not saved"
SOX	New Audit - Review	Verify that the review step shows the period, the round, all three materiality figures, the files and the scope	Everything is listed	A value is missing	P0	Yes		
SOX	New Audit - Review	Verify that the materiality lines name the basis as well as the amount	Both are shown	Only the amount is shown	P1	Yes		
SOX	New Audit - Review	Verify that the review names the entities in scope when scoping by entity	The entities are named	The entities are not shown	P1	Yes		
SOX	New Audit - Review	Verify that the review names the matrices in scope when scoping by RACM	The matrices are named	The matrices are not shown	P1	Yes		
SOX	New Audit - Review	Verify that the number of controls in scope is shown	The count is shown	No count is shown	P0	Yes		
SOX	New Audit - Review	Verify that the review explains what state the audit will be created in	A short line explains it starts as planned	No explanation is given	P2	Yes		
SOX	New Audit - Review	Verify that Back from review keeps every earlier answer	Everything is still set	Answers are lost	P0	Yes		
SOX	New Audit - Review	Verify that Create audit is the only action that creates the audit	Nothing is created until Create audit is used	The audit is created on an earlier step	P0	Yes		
SOX	New Audit - Create	Verify that the audit is created and the user is taken into its dashboard	The dashboard opens	The user is left on the wizard	P0	Yes		
SOX	New Audit - Create	Verify that the created audit carries the period, round and materiality that were entered	Everything matches the wizard	A value is lost	P0	Yes		
SOX	New Audit - Create	Verify that the created audit carries the entity scope that was chosen	The scope is saved	An error says the entity scope was not saved	P0	Yes		Observed on staging 21 Aug 2026 - error shown on creation and the Configuration tab then shows "0 selected"
SOX	New Audit - Create	Verify that the trial balance attached during creation is listed under the audit source files	The file is listed	Source files shows nothing attached	P0	Yes		Observed on staging 21 Aug 2026 - the trial balance attached in the wizard does not appear under Source files
SOX	New Audit - Create	Verify that the created audit holds only the controls that were scoped	Only those controls are listed	Extra controls appear	P0	Yes		
SOX	New Audit - Create	Verify that the audit appears on the SOX audit tab and the engagement overview	It is listed in both places	It is missing from one	P1	Yes		
SOX	New Audit - Create	Verify that pressing Create audit twice does not create two audits	Only one audit is created	Two audits appear	P0	Yes		
SOX	New Audit - Create	Verify that a failure during creation leaves no half made audit behind	Either the audit is complete or nothing is saved	A broken audit is left in the list	P0	Yes		Observed on staging 21 Aug 2026 - an audit was created with its entity scope missing rather than the creation being rolled back
SOX	New Audit - Create	Verify that the audit is created in the planned state until testing starts	The state reads planned	The audit starts as active	P1	Yes		
SOX	Audit Config - Period	Verify that the configuration tab explains that its settings apply to this audit only	A short line explains it	No explanation is given	P2	Yes		
SOX	Audit Config - Period	Verify that the period from and to dates can be changed after creation	The dates can be changed and are saved	The dates are read only with no explanation	P1	Yes		
SOX	Audit Config - Period	Verify that the round can be changed after creation	The round can be changed	The control does nothing	P1	Yes		
SOX	Audit Config - Period	Verify that the round control matches the one used in the wizard	Both use the same style and the same options	The wizard uses buttons and configuration uses a dropdown	P2	Yes		Observed on staging 21 Aug 2026 - round is a button group in the wizard and a dropdown in configuration
SOX	Audit Config - Period	Verify that the created by line names the person who created the audit	A name is shown	The line reads "created by on" with no name	P1	Yes		Observed on staging 21 Aug 2026 - the line reads "created by on 2026-08-21"
